document_number,comment_id,category,agency
2025-08219,AMS-NOP-22-0063-3580,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4219,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5451,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3616,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7991,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6552,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5909,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7571,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7574,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7077,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6284,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8097,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4967,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4272,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7250,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7588,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6874,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6624,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7660,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7064,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7256,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5812,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6196,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4149,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4294,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3486,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5602,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7224,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6218,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4281,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7174,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7821,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6467,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4837,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5676,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8164,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6390,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3574,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6902,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5879,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4381,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6897,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5296,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6698,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4452,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8282,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6541,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7700,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7797,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4833,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4729,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7505,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7390,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5974,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3707,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4976,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3817,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7497,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6429,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4814,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4224,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6974,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5564,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3884,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4334,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5486,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8372,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5559,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6301,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4400,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6214,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6955,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6807,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4552,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7151,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3570,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3930,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6515,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6634,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3400,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3687,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6523,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5383,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7706,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5034,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3729,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5754,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5792,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3779,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5352,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4059,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8311,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7939,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4006,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4215,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8168,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6591,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5955,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5415,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8077,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6374,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7466,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6707,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7981,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5551,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5179,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7757,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6103,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3923,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7786,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4785,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6657,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3404,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4612,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5078,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8106,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4165,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7512,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7020,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7428,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4962,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7364,Organization/Corporation,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4924,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4440,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7560,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-3656,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5010,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8397,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5789,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4721,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7031,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6008,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7628,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4346,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7323,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6671,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6568,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4720,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4756,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7567,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7809,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6104,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-8204,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4540,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7799,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-5463,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-4290,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-7868,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6838,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2025-08219,AMS-NOP-22-0063-6468,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
