document_number,comment_id,category,agency
2016-08023,AMS-NOP-15-0012-2452,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3422,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2925,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3251,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2584,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3890,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4191,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3239,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3207,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-1156,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-1751,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4695,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2043,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3461,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2399,Organization/Corporation,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-0936,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4400,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3548,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3563,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-1357,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4168,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4979,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2648,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2492,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3710,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-0176,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4643,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-0544,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3574,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2579,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-0689,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-0061,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3311,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4453,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4633,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3765,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-1587,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-1635,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2436,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-2689,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-0992,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3209,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-3430,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2549,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0891,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0991,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1318,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1802,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2058,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2559,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0616,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-08023,AMS-NOP-15-0012-4390,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0303,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2267,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0630,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0861,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0049,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0122,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0697,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2364,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0181,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0672,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0498,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2408,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1693,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0230,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1411,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0556,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0034,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0070,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0107,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0689,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1506,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1314,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2216,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0895,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0890,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1302,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0899,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2131,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2667,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2771,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1994,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1601,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2153,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0714,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1157,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1508,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1251,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0252,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0749,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2421,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1856,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1998,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0866,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2541,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1670,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1031,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0710,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0562,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2003,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2274,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0979,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2533,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0315,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1015,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0375,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2767,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2564,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2309,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2568,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2794,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1967,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0053,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2501,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2409,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2277,Organization/Corporation,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2377,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1078,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2447,Organization/Corporation,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1090,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1575,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-2268,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-1109,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-18107,AMS-NOP-16-0049-0537,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-0640,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-0944,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-1628,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-0662,Political Consultant/Lobbyist,"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-1009,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-0298,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-0091,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-1507,Ordinary Citizen,"Agriculture Department, Agricultural Marketing Service"
2016-28383,AMS-NOP-16-0100-0620,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Agricultural Marketing Service"
