document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2018-00245,Petition for Waiver of Compliance,"Transportation Department, Federal Railroad Administration",2018-01-10,https://www.regulations.gov/commenton/FRA-2017-0130-0003,,FRA-2017-0130-0003,3,federalregister
2018-00264,Fastener Quality Act Insignia Recordal Process,"Commerce Department, Patent and Trademark Office",2018-01-10,,2018-03-12,PTO-T-2018-0009-0001,0,federalregister
2018-00237,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Extralabel Drug Use in Animals,"Health and Human Services Department, Food and Drug Administration",2018-01-10,,2018-02-09,FDA-2008-N-0312-0007,0,federalregister
2018-00253,"Agency Information Collection Activities: Proposed Collection: Public Comment Request Information Collection Request Title: Office for the Advancement of Telehealth Outcome Measures, OMB No. 0915-0311-Revision","Health and Human Services Department, Health Resources and Services Administration",2018-01-10,,2018-03-12,,0,federalregister
2018-00238,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Guidance for Industry: Cooperative Manufacturing Arrangements for Licensed Biologics,"Health and Human Services Department, Food and Drug Administration",2018-01-10,,2018-02-09,FDA-2011-N-0085-0007,1,federalregister
2017-27715,VA Veteran-Owned Small Business (VOSB) Verification Guidelines,Veterans Affairs Department,2018-01-10,,2018-03-12,VA-2018-VACO-0004-0001,17,federalregister
2018-00243,Limitation on Claims Against Proposed Public Transportation Projects,"Transportation Department, Federal Transit Administration",2018-01-10,,,FTA-2013-0016-0214,0,federalregister
2018-00221,"General Motors, LLC, Receipt of Petition for Decision of Inconsequential Noncompliance","Transportation Department, National Highway Traffic Safety Administration",2018-01-10,https://www.regulations.gov/commenton/NHTSA-2017-0097-0002,2018-02-09,NHTSA-2017-0097-0002,1,federalregister
2018-00215,"Agency Information Collection Activities; Revision of a Currently Approved Collection: Application for T Nonimmigrant Status; Application for Immediate Family Member of T-1 Recipient; and Declaration of Law Enforcement Officer for Victim of Trafficking in Persons, Form I-914 and Supplements A and B","Homeland Security Department, U.S. Citizenship and Immigration Services",2018-01-10,,2018-03-12,USCIS-2006-0059-0062,8,federalregister
2018-00216,30-Day Notice of Proposed Information Collection: Jobs Plus Pilot Program,Housing and Urban Development Department,2018-01-10,,2018-02-09,HUD-2014-0044-0004,0,federalregister
2018-00247,"Hours of Service of Drivers: Application for Exemption; Towing and Recovery Association of America, Inc. (TRAA)","Transportation Department, Federal Motor Carrier Safety Administration",2018-01-10,,2018-02-09,FMCSA-2017-0372-0003,245,federalregister
2018-00207,Endangered and Threatened Wildlife and Plants; Removal of the Monito Gecko (Sphaerodactylus micropithecus) From the Federal List of Endangered and Threatened Wildlife,"Interior Department, Fish and Wildlife Service",2018-01-10,,2018-03-12,FWS-R4-ES-2017-0082-0001,25,federalregister
2018-00231,Agency Information Collection Activity Under OMB Review: State Application for Interment Allowance,Veterans Affairs Department,2018-01-10,,2018-02-09,VA-2018-VACO-0001-0110,0,federalregister
2018-00230,Agency Information Collection Activity Under OMB Review: Report of Income From Property or Business,Veterans Affairs Department,2018-01-10,,2018-02-09,VA-2018-VACO-0001-0151,0,federalregister
2018-00236,Agency Information Collection Activities; Comment Period Extension; Consumer Expenditure Surveys: Quarterly Interview and Diary,Labor Department,2018-01-10,,2018-01-17,DOL_FRDOC_0001-1165,0,federalregister
2018-00258,Agency Information Collection Extension With Changes,"Energy Department, Energy Information Administration",2018-01-10,,2018-02-09,EIA_FRDOC_0001-0196,2,federalregister
2018-00260,Agency Information Collection Extension With Changes,"Energy Department, Energy Information Administration",2018-01-10,,2018-02-09,EIA_FRDOC_0001-0195,2,federalregister
2018-00241,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Medical Devices; Humanitarian Use Devices,"Health and Human Services Department, Food and Drug Administration",2018-01-10,,2018-02-09,FDA-2017-N-4951-0002,1,federalregister
2018-00107,Airworthiness Directives; The Boeing Company Airplanes,"Transportation Department, Federal Aviation Administration",2018-01-10,,2018-02-26,FAA-2017-1241-0001,9,federalregister
2018-00199,"Proposed Establishment of Class E Airspace and Amendment of Class D and Class E Airspace; Olympia, WA","Transportation Department, Federal Aviation Administration",2018-01-10,,2018-02-26,FAA-2017-1012-0001,0,federalregister
2018-00036,Air Plan Approval; Arizona; Stationary Sources; New Source Review; Ammonia,Environmental Protection Agency,2018-01-10,,2018-02-09,EPA-R09-OAR-2017-0255-0010,9,federalregister
2018-00351,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Current and Future Landsat User Requirements,"Interior Department, Geological Survey",2018-01-11,,2018-02-12,,0,federalregister
2018-00302,Fifty Fifth RTCA SC-224 Standards for Airport Security Access Control Systems Plenary,"Transportation Department, Federal Aviation Administration",2018-01-11,,,FAA-2013-0259-1921,0,federalregister
2018-00178,Airworthiness Directives; American Champion Aircraft Corp.,"Transportation Department, Federal Aviation Administration",2018-01-11,https://www.regulations.gov/commenton/FAA-2018-0003-0001,2018-02-26,FAA-2018-0003-0001,6,federalregister
2018-00371,"Proposed Establishment of Restricted Areas R-2201A, B, C, D, E, F, G, H, and J; Fort Greely, AK","Transportation Department, Federal Aviation Administration",2018-01-11,https://www.regulations.gov/commenton/FAA-2016-9495-0041,2018-02-26,FAA-2016-9495-0041,2,federalregister
2018-00370,"Proposed Amendment for Restricted Area R-4403A; Stennis Space Center, MS","Transportation Department, Federal Aviation Administration",2018-01-11,,2018-02-26,FAA-2017-1109-0001,0,federalregister
2018-00320,Periodic Reporting Requirements,Postal Regulatory Commission,2018-01-11,,2018-03-07,PRC-2018-0001-0001,0,federalregister
2018-00310,Proposed Information Collection; Comment Request; Fishery Capacity Reduction Program Buyback Requests,"Commerce Department, National Oceanic and Atmospheric Administration",2018-01-11,,2018-03-12,,0,federalregister
2018-00361,Extension of Approved Information Collection,"Energy Department, Energy Efficiency and Renewable Energy Office",2018-01-11,,2018-03-12,EERE-2021-OT-0032-0050,18,federalregister
2018-00301,Twenty Eighth RTCA SC-222 AMS(R)S Systems Plenary,"Transportation Department, Federal Aviation Administration",2018-01-11,,,FAA-2013-0259-1922,0,federalregister
2018-00300,Sixty Eighth RTCA SC-186 Plenary Session,"Transportation Department, Federal Aviation Administration",2018-01-11,,,FAA-2013-0259-1923,0,federalregister
2017-28489,"Draft Habitat Conservation Plan for the California Department of Parks and Recreation Oceano Dunes District, San Luis Obispo County, California; Notice of Intent To Prepare Environmental Assessment or Environmental Impact Statement; Initiation of Public Scoping Process","Interior Department, Fish and Wildlife Service",2018-01-11,,2018-03-12,,0,federalregister
2018-00354,"Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Certification To Accompany Drug, Biological Product, and Device Applications or Submissions","Health and Human Services Department, Food and Drug Administration",2018-01-11,,2018-02-12,FDA-2011-N-0275-0008,0,federalregister
2018-00353,Determination of Regulatory Review Period for Purposes of Patent Extension; EPANOVA,"Health and Human Services Department, Food and Drug Administration",2018-01-11,,2018-07-10,FDA-2015-E-2659-0005,0,federalregister
2018-00177,Airworthiness Directives; Air Comm Corporation Air Conditioning Systems,"Transportation Department, Federal Aviation Administration",2018-01-11,,2018-03-12,FAA-2017-1217-0001,0,federalregister
2018-00169,"Revise and Streamline VA Acquisition Regulation To Adhere to Federal Acquisition Regulation Principles (VAAR Case 2014-V005-Parts 812, 813)",Veterans Affairs Department,2018-01-11,,2018-03-12,VA-2018-VACO-0005-0001,7,federalregister
2018-00312,Proposed Information Collection; Comment Request; Economic Survey of Recreational Steelhead Fishermen in Washington State,"Commerce Department, National Oceanic and Atmospheric Administration",2018-01-11,,2018-03-12,,0,federalregister
2018-00311,Proposed Information Collection; Comment Request; Coral Reef Conservation Program Administration,"Commerce Department, National Oceanic and Atmospheric Administration",2018-01-11,,2018-03-12,,0,federalregister
2018-00322,Promoting Stakeholder Action Against Botnets and Other Automated Threats,"Commerce Department, National Telecommunications and Information Administration",2018-01-11,,2018-02-12,,0,federalregister
2018-00358,Determination of Regulatory Review Period for Purposes of Patent Extension; ENTYCE,"Health and Human Services Department, Food and Drug Administration",2018-01-11,,2018-03-12,FDA-2016-E-3341-0005,0,federalregister
2018-00355,Determination of Regulatory Review Period for Purposes of Patent Extension; MICRA TRANSCATHETER PACING SYSTEM,"Health and Human Services Department, Food and Drug Administration",2018-01-11,,2018-03-12,FDA-2016-E-3777-0003,0,federalregister
2018-00321,Foreign Endangered and Threatened Species; Receipt of Permit Applications,"Interior Department, Fish and Wildlife Service",2018-01-11,,2018-02-12,FWS-HQ-IA-2017-0086-0001,17,federalregister
2018-00294,Proposed Supervisory Guidance,Federal Reserve System,2018-01-11,,2018-03-15,FRS-2018-0015-0001,0,federalregister
2018-00338,Notice of Continuation and Request for Nominations for the Trade Advisory Committee on Africa,"Trade Representative, Office of United States",2018-01-11,,2018-02-02,USTR_FRDOC_0001-0447,0,federalregister
2017-28209,Fall 2017 Unified Agenda of Regulatory and Deregulatory Actions,Energy Department,2018-01-12,,,,0,federalregister
2017-28220,Regulatory Agenda,Health and Human Services Department,2018-01-12,,,,0,federalregister
2017-28223,Regulatory Agenda,Justice Department,2018-01-12,,,,0,federalregister
2017-28225,Semiannual Agenda of Regulations,Labor Department,2018-01-12,,,,0,federalregister
2017-28233,Unified Agenda of Federal Regulatory and Deregulatory Actions,Architectural and Transportation Barriers Compliance Board,2018-01-12,,,,0,federalregister
2017-28235,Semiannual Regulatory Agenda,Small Business Administration,2018-01-12,,,,0,federalregister
2017-28242,Semiannual Regulatory Agenda,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2018-01-12,,,,0,federalregister
2017-28240,Regulatory Flexibility Agenda,Commodity Futures Trading Commission,2018-01-12,,,,0,federalregister
2017-28205,"Semiannual Regulatory Agenda, Fall 2017",Agriculture Department,2018-01-12,,,,0,federalregister
2017-28208,Fall 2017 Semiannual Agenda of Regulations,Commerce Department,2018-01-12,,,,0,federalregister
2018-00394,National Fall Safety Stand-Down To Prevent Falls in Construction; Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,"Labor Department, Occupational Safety and Health Administration",2018-01-12,,2018-03-13,OSHA-2017-0012-0001,3,federalregister
2018-00392,Telecommunications; Extension of the Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,"Labor Department, Occupational Safety and Health Administration",2018-01-12,,2018-03-13,OSHA-2010-0057-0008,4,federalregister
2018-00393,Cotton Dust Standard; Extension of the Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,"Labor Department, Occupational Safety and Health Administration",2018-01-12,,2018-03-13,OSHA-2011-0194-0007,3,federalregister
2018-00416,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Multiple IRS Information Collection Requests,Treasury Department,2018-01-12,,2018-02-12,,0,federalregister
2018-00405,Determining Whether To Submit an Abbreviated New Drug Application or 505(b)(2) Application; Draft Guidance for Industry; Availability; Reopening of the Comment Period,"Health and Human Services Department, Food and Drug Administration",2018-01-12,,2017-10-13,FDA-2017-D-5974-0008,1,federalregister
2018-00469,"Agency Information Collection Activities: Notice of Intent To Revise Collection Numbers 3038-0052 and 3038-0074, Core Principles and Other Requirements for Designated Contract Markets, and Core Principles and Other Requirements for Swap Execution Facilities",Commodity Futures Trading Commission,2018-01-12,,2018-03-13,CFTC-2018-0003-0001,0,federalregister
